filepath,label,split,class_id
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_46.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_47.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_48.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_49.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_5.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_50.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_51.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_52.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_53.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_54.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_55.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_56.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_57.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_58.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_59.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_6.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_60.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_7.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_8.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\American Bollworm on Cotton\Image_9.jpg,American Bollworm on Cotton,train,0
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_10.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_11.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_12.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_13.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_14.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_16.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_17.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_20.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_21.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_22.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_23.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_26.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_27.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_28.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_29.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_31.jpeg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_36.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_46.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_47.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_49.jpeg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_5.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_53.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_57.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_58.png,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_6.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_60.png,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_7.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_8.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Anthracnose on Cotton\Image_9.jpg,Anthracnose on Cotton,train,1
R:\Developments\ARIS\Disease\Train\Army worm\1.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\10.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\11.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\12.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\13.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\14.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\15.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\16.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\17.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\18.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\19.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\2.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\20.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\21.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\22.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\23.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\24.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\25.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\26.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\27.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\28.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\29.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\3.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\30.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\31.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\32.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\33.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\34.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\35.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\36.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\37.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\38.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\39.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\4.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\40.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\5.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\6.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\7.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\8.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\Army worm\9.jpg,Army worm,train,2
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\1.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\10.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\11.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\12.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\13.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\14.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\15.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\16.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\17.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\18.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\19.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\2.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\20.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\2015-angular-leaf-spot-colquitt-county-2.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\21.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\22.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\23.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\24.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\25.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\26.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\27.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\28.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\29.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\3.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\30.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\31.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\32.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\33.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\34.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\35.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\36.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\37.jpeg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\37.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\38.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\39.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\4.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\40.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\5.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\5586201.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\6.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\7.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\8.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\9.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact0.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact1.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact10.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact100.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact101.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact102.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact103.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact104.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact105.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact106.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact107.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact108.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact109.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact11.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact110.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact111.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact112.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact113.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact114.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact115.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact116.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact117.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact118.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact119.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact12.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact120.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact128.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact129.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact13.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact130.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact131.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact132.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact133.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact134.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact135.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact136.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact137.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact138.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact139.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact14.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact140.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact141.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact142.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact143.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact144.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact145.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact146.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact147.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact148.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact149.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact15.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact150.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact151.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact152.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact153.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact154.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact155.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact156.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact157.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact158.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact159.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact16.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact160.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact161..jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact162.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact163.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact164.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact165.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact166.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact167.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact169.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact17.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact170.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact171.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact172.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact173.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact174.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact175.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact176.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact177.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact178.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact179.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact18.jpg,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact180.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact181.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact182.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact183.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact184.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact185.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact186.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact187.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact188.png,bacterial_blight in Cotton,train,34
R:\Developments\ARIS\Disease\Train\bacterial_blight in Cotton\bact189.png,bacterial_blight in Cotton,train,34
