image_path,label,Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,class_id,predicted_class_id,predicted_label,confidence
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-41.JPG,Nitrogen(N),-0.7255265684397985,0.601608920157388,-0.4430884637666035,0.8075552710403406,-0.77937289723666,0.640890843393119,0,0,Nitrogen(N),0.8525265
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3824.JPG,Phosphorus(P),-0.7344591632874594,-1.7697185178590342,1.0368205941271356,-0.6268422743968101,-0.77937289723666,-1.0958383934895597,1,1,Phosphorus(P),0.7187455
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-261.JPG,Potassium(K),1.1279868624498832,1.2351043368115957,-0.1239235274611939,-0.5424659481946248,1.012546395159742,0.7164008102141051,2,2,Potassium(K),0.78745383
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-39.JPG,Potassium(K),-0.5290094817912542,0.3252190279491821,0.7922862648185136,-0.7955949268011807,-0.3313930741375595,0.7164008102141051,2,2,Potassium(K),0.85808486
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-182.JPG,Potassium(K),2.157468418642827,1.9395316727050755,-0.3676639141421906,-0.120584317183698,-0.3313930741375595,-0.0386988579957552,2,2,Potassium(K),0.6845688
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-97.JPG,Potassium(K),0.7170874994574712,1.2558947269334522,-0.4645249147124894,1.9888238378709355,0.1165867489615409,-1.397878260773504,2,2,Potassium(K),0.69967896
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-14.JPG,Potassium(K),1.1302200111617982,0.9379240544815326,0.9868022085867354,0.1325446614228579,-0.77937289723666,0.2633410092881888,2,2,Potassium(K),0.8434749
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-337.JPG,Nitrogen(N),0.1141373472403467,1.3671844622916232,-1.1298488366625714,0.3012973138272286,-0.77937289723666,0.565380876572133,0,0,Nitrogen(N),0.5826023
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4602.JPG,Phosphorus(P),0.2637583109386701,-0.3792083079442986,-1.094915361047054,0.3012973138272286,-0.3313930741375595,0.1878310424672028,1,1,Phosphorus(P),0.5568497
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4128.JPG,Phosphorus(P),0.8801073554272875,-0.8647250654958817,0.0388347112020121,1.7356948592643795,0.1165867489615409,-1.397878260773504,1,1,Phosphorus(P),0.82083577
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-9.JPG,Potassium(K),-0.792521029797257,-0.0967035951120169,-1.363267969184438,-0.8799712530033661,1.6845161298083926,-0.7182885593846295,2,2,Potassium(K),0.7539895
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-251.JPG,Nitrogen(N),-0.8014536246449179,-0.2862630344583534,-1.8721851934923173,-0.5424659481946248,0.5645665720606414,0.8674207438560771,0,0,Nitrogen(N),0.944027
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-60.JPG,Potassium(K),-0.2163686621231146,-0.0942576668623872,0.0721803015622789,0.8075552710403406,-0.77937289723666,0.1878310424672028,2,2,Potassium(K),0.5873001
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-9.JPG,Nitrogen(N),-1.7081120016825209,-0.9588933031066426,1.4044160307176945,-0.8799712530033661,-0.77937289723666,0.0368111088252307,0,0,Nitrogen(N),0.69425184
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-160.JPG,Potassium(K),-0.0622814010009608,0.5612511040384909,-0.6757136536608447,1.9888238378709355,-0.77937289723666,-1.397878260773504,2,2,Potassium(K),0.9203041
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4349.JPG,Phosphorus(P),-0.9801055215981404,0.4462924763058744,0.6477887065906914,0.2169209876250433,-0.77937289723666,0.4898709097511469,1,1,Phosphorus(P),0.8200857
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-144.JPG,Potassium(K),0.4446433566038074,0.694554193643334,0.8788260112296815,1.7356948592643795,0.1165867489615409,-1.397878260773504,2,2,Potassium(K),0.7940139
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-45.JPG,Potassium(K),0.7327195404408782,0.2396115392121277,-0.8718174826843176,-0.7955949268011807,-0.77937289723666,1.3204805447819934,2,2,Potassium(K),0.5886725
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-65.JPG,Nitrogen(N),0.2280279315480256,-1.8247519034757127,0.0126346044903742,-0.7112186005989954,-0.77937289723666,1.6225204120659376,0,0,Nitrogen(N),0.8531739
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3796.JPG,Phosphorus(P),-1.0805972136343278,0.7312431173877858,-0.4160944144273398,1.8200711854665648,-0.77937289723666,-1.246858327131532,1,1,Phosphorus(P),0.89109546
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-414.JPG,Nitrogen(N),-0.4575487230099651,-1.5960576121352947,-0.167590371980591,-1.3018528840142929,1.9085060413579429,-0.1897187916377273,0,0,Nitrogen(N),0.80492806
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-212.JPG,Potassium(K),-0.7478580555589516,-1.7684955537342193,-0.5971133335259303,-0.5424659481946248,-0.1074031625880093,-0.1897187916377273,2,2,Potassium(K),0.8719981
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-238.JPG,Potassium(K),-0.6540658096585095,-1.208377984568917,-1.6887844465108508,0.9763079234447114,-0.77937289723666,-1.397878260773504,2,2,Potassium(K),0.99237615
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3818.JPG,Phosphorus(P),-1.73714293493742,-1.0555074689670332,-1.1473155744703305,-0.5424659481946248,-0.77937289723666,-0.1142088248167413,1,1,Phosphorus(P),0.8837176
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4309-33.JPG,Phosphorus(P),0.8845736528511171,-0.7962390745062374,1.32581571058278,-0.7955949268011807,1.012546395159742,0.4898709097511469,1,1,Phosphorus(P),0.82710534
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-163.JPG,Nitrogen(N),0.1476345779190756,0.3411175615717783,-0.9194540403418414,1.7356948592643795,-0.77937289723666,-1.397878260773504,0,0,Nitrogen(N),0.89163303
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-92.JPG,Nitrogen(N),2.157468418642827,0.6480815569003618,0.5945945505397897,1.4825658806578237,-0.77937289723666,-1.397878260773504,0,0,Nitrogen(N),0.8749892
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4346.JPG,Phosphorus(P),-0.2431664466660981,-0.6555982001525045,-0.7646352279548889,-0.0362079909815127,-0.5553829856871098,0.1123210756462167,1,1,Phosphorus(P),0.67211396
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-118.JPG,Nitrogen(N),0.8175791914936593,0.7080067990162997,0.7478254776714912,-0.5424659481946248,2.020500997132718,-0.4917586589216715,0,0,Nitrogen(N),0.80014277
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-318.JPG,Nitrogen(N),0.1699660650382287,-0.4562550478076484,0.2262051713216057,1.3138132282534527,-0.77937289723666,-1.246858327131532,0,0,Nitrogen(N),0.6388528
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-348.JPG,Nitrogen(N),0.0382102910352273,-1.249958764812629,-1.1830429927134731,-1.0487239054077369,-0.77937289723666,-0.5672686257426576,0,0,Nitrogen(N),0.9731634
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-208.JPG,Nitrogen(N),0.7103880533217266,0.1527810863502575,0.3389450244444121,-0.9643475792055516,2.020500997132718,-0.1897187916377273,0,0,Nitrogen(N),0.7495509
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3829.JPG,Phosphorus(P),0.2659914596505857,-0.0318864964968179,0.6184128293685514,-0.120584317183698,-0.77937289723666,0.1878310424672028,1,1,Phosphorus(P),0.8585527
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-249.JPG,Nitrogen(N),-0.8818469782738678,-0.8060227875047588,-1.6919602170213524,-0.8799712530033661,-0.5553829856871098,1.8490503125288955,0,0,Nitrogen(N),0.8919886
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4136.JPG,Phosphorus(P),-1.554024740560367,-0.4024446263157847,0.5541034765308946,-0.9643475792055516,2.020500997132718,0.0368111088252307,1,1,Phosphorus(P),0.92319345
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-325.JPG,Nitrogen(N),-0.863981788578546,-0.4697076531806141,1.2511851035859929,-0.6268422743968101,-0.5553829856871098,-0.4917586589216715,0,0,Nitrogen(N),0.8780492
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-353.JPG,Potassium(K),0.2213284854122794,-0.48805211505284,-1.525232265220019,-0.5424659481946248,-0.77937289723666,1.2449705779610072,2,2,Potassium(K),0.8475332
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-296.JPG,Potassium(K),-1.1654568646871082,0.0524980281154216,-0.1493296915452066,1.2294369020512674,-0.3313930741375595,-1.246858327131532,2,2,Potassium(K),0.66794366
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4589.JPG,Phosphorus(P),-1.3709065461833143,0.5025488260473678,-1.0456909181342795,-0.3737132957902541,2.020500997132718,-0.1897187916377273,1,1,Phosphorus(P),0.67147845
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4254-1.JPG,Phosphorus(P),-0.0444162113056382,-0.4550320836828327,0.1420472527933134,1.3138132282534527,0.1165867489615409,-1.397878260773504,1,1,Phosphorus(P),0.696723
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-75.JPG,Nitrogen(N),-0.0109189806269093,1.2510028704341911,1.195609119652215,1.8200711854665648,-0.77937289723666,-1.397878260773504,0,0,Nitrogen(N),0.5804252
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-137.JPG,Potassium(K),0.3106544338888911,-0.9992511192255398,-1.0718910248459177,-0.7112186005989954,0.1165867489615409,1.3959905116029794,2,2,Potassium(K),0.65402275
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4614.JPG,Phosphorus(P),0.3352190697199591,0.5429066421662649,-0.0421474368157785,-0.7955949268011807,-0.1074031625880093,-0.6427785925636436,1,1,Phosphorus(P),0.8263548
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-22.JPG,Nitrogen(N),-0.6272680251155259,-0.5100654692995112,1.0709601271150275,-1.2174765578121074,-0.77937289723666,-0.3407387252796994,0,0,Nitrogen(N),0.86599445
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-56.JPG,Potassium(K),0.7103880533217266,-0.1505140166038806,0.5032911483628693,-1.133100231609922,-0.3313930741375595,0.9429307106770632,2,2,Potassium(K),0.46141848
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4301-27-2.JPG,Phosphorus(P),0.2905560954816536,1.169064274071581,-0.3327304385266734,1.5669422068600087,-0.77937289723666,-1.397878260773504,1,1,Phosphorus(P),0.7940874
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-408.JPG,Nitrogen(N),0.5406687512161643,0.3398945974469635,1.987963862022361,-0.4580896219924394,-0.77937289723666,1.4715004784239654,0,0,Nitrogen(N),0.8617193
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4135.JPG,Phosphorus(P),0.9783658987515592,1.0565515745885945,2.082443034709783,-1.2174765578121074,0.1165867489615409,0.791910777035091,1,1,Phosphorus(P),0.85246056
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-118.JPG,Potassium(K),2.1083391469806907,0.0598358128643123,2.097527944634665,-0.5424659481946248,0.1165867489615409,1.4715004784239654,2,2,Potassium(K),0.584374
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3787.JPG,Phosphorus(P),0.4558091001633847,-0.0869198821134965,0.114259260826425,-0.8799712530033661,-0.77937289723666,1.4715004784239654,1,1,Phosphorus(P),0.69279855
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-5.JPG,Nitrogen(N),-0.0198515754745702,1.6362365697509391,1.0971602338266655,-1.2174765578121074,-0.77937289723666,-0.2652287584587134,0,0,Nitrogen(N),0.6087268
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4294.JPG,Phosphorus(P),-0.1382084572060803,-0.7375367965151144,-0.1104265027915625,0.0481683352206726,-0.1074031625880093,1.0939506443190352,1,1,Phosphorus(P),0.8692694
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-141.JPG,Potassium(K),-0.6830967429134078,-1.8039615133538565,0.6477887065906914,-0.8799712530033661,-0.77937289723666,1.0184406774980492,2,2,Potassium(K),0.7181528
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-310.JPG,Nitrogen(N),-0.0622814010009608,-0.6763885902743608,2.097527944634665,-0.9643475792055516,0.5645665720606414,1.1694606111400212,0,0,Nitrogen(N),0.64664763
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-422.JPG,Nitrogen(N),0.279390351922077,0.4854273282999567,1.0574631024453958,-0.2049606433858833,0.1165867489615409,1.3204805447819934,0,0,Nitrogen(N),0.8198385
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4292.JPG,Phosphorus(P),0.2034632957169576,0.9709440858515408,-0.0802566829417973,2.241952816477492,0.1165867489615409,-1.322368293952518,1,1,Phosphorus(P),0.6047451
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-264.JPG,Potassium(K),0.7304863917289633,1.1751790946956562,-0.2382512658392513,-0.4580896219924394,-0.77937289723666,1.5470104452449511,2,2,Potassium(K),0.6616469
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-316.JPG,Nitrogen(N),-1.357507653911822,-0.7363138323902996,1.9173029681637008,1.3138132282534527,-0.77937289723666,-1.0958383934895597,0,0,Nitrogen(N),0.62535805
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4344.JPG,Phosphorus(P),0.0739406704258718,-1.1068719622092662,-0.2239602985419942,-0.3737132957902541,-0.77937289723666,-0.6427785925636436,1,1,Phosphorus(P),0.8089433
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4321.JPG,Phosphorus(P),-0.3570570309737777,-1.7513740559868085,0.0324831701810091,-0.0362079909815127,-0.5553829856871098,0.2633410092881888,1,1,Phosphorus(P),0.7166336
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4299.JPG,Phosphorus(P),-1.7036457042586903,-1.132554208830382,0.1301381133789326,-1.0487239054077369,1.9085060413579429,0.3388509761091748,1,1,Phosphorus(P),0.8738587
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3794.JPG,Phosphorus(P),0.7394189865766243,0.8914514177385604,1.7791569509568808,-0.7955949268011807,1.012546395159742,1.0184406774980492,1,1,Phosphorus(P),0.6025973
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-47.JPG,Potassium(K),-2.2686323283732563,-1.1508986707026088,-1.2544978291997586,0.2169209876250433,-0.77937289723666,-0.3407387252796994,2,2,Potassium(K),0.87724036
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-50.JPG,Potassium(K),1.2530431903171393,1.683932170618727,0.7398860513952371,-1.3018528840142929,2.020500997132718,-0.1897187916377273,2,2,Potassium(K),0.8593554
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-117.JPG,Nitrogen(N),-0.0756802932724522,0.0965247366087641,0.0332771128086343,-0.7112186005989954,-0.77937289723666,-0.7182885593846295,0,0,Nitrogen(N),0.9058385
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4606.JPG,Phosphorus(P),1.623745876495075,-0.3388504918254015,1.4075918012281958,-1.0487239054077369,2.020500997132718,0.9429307106770632,1,1,Phosphorus(P),0.6202964
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-110.JPG,Nitrogen(N),0.3709494491106035,0.3411175615717783,-0.2049056754789845,0.4700499662315993,-0.77937289723666,0.2633410092881888,0,0,Nitrogen(N),0.68012303
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4618.JPG,Phosphorus(P),0.161033470190567,-0.0306635323720031,-0.8646719990356893,-0.4580896219924394,-0.77937289723666,1.6980303788869235,1,1,Phosphorus(P),0.6137704
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_5422.JPG,Phosphorus(P),-0.522310035655508,-1.4603085942808212,1.0931905206885388,-0.4580896219924394,-0.77937289723666,-0.4162486921006854,1,1,Phosphorus(P),0.8793302
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-377.JPG,Nitrogen(N),0.1096710498165155,-0.7497664377632653,0.2730477863515043,-0.9643475792055516,-0.77937289723666,-1.0203284266685737,0,0,Nitrogen(N),0.7861862
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-142.JPG,Nitrogen(N),-0.0756802932724522,0.0965247366087641,-1.1576368286294605,1.90444751166875,-0.77937289723666,-1.397878260773504,0,0,Nitrogen(N),0.895886
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4132.JPG,Phosphorus(P),0.5183372640970112,-0.0159879628742226,0.8772381259744311,-0.3737132957902541,-0.3313930741375595,-0.7182885593846295,1,1,Phosphorus(P),0.7231094
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-99.JPG,Potassium(K),0.1945307008692967,1.0724501082111917,0.4183392872069518,-0.7112186005989954,-0.77937289723666,1.3959905116029794,2,2,Potassium(K),0.89317876
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-234.JPG,Potassium(K),0.1588003214786522,0.0500520998657911,-0.6098164155679369,2.326329142679677,-0.5553829856871098,-1.322368293952518,2,2,Potassium(K),0.51348996
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-147.JPG,Nitrogen(N),-0.0756802932724522,0.0965247366087641,0.2714599010962533,-0.5424659481946248,-0.77937289723666,1.7735403457079095,0,0,Nitrogen(N),0.924779
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-140.JPG,Potassium(K),-0.3548238822618621,-0.3559719895728125,1.5901986055820367,-1.0487239054077369,2.020500997132718,-0.4917586589216715,2,2,Potassium(K),0.7769554
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-20.JPG,Potassium(K),0.6165958074212846,-0.2092162945950036,-0.1199538143230671,-0.120584317183698,-0.77937289723666,0.3388509761091748,2,2,Potassium(K),0.55899143
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4332.JPG,Phosphorus(P),-0.2297675543946067,0.7214594043892655,-0.234281552701124,0.1325446614228579,-0.77937289723666,0.3388509761091748,1,1,Phosphorus(P),0.8148887
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-211.JPG,Potassium(K),0.033743993611396,-0.4464713348091272,1.6227502533146778,-0.6268422743968101,-0.77937289723666,1.1694606111400212,2,2,Potassium(K),0.88156575
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3820.JPG,Phosphorus(P),-0.8818469782738678,-0.540639572419888,0.2039747777480945,0.5544262924337847,-0.77937289723666,0.0368111088252307,1,1,Phosphorus(P),0.63797665
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-327.JPG,Potassium(K),-0.6384337686751025,-1.899352715089432,-0.9758239669032448,1.651318533062194,-0.5553829856871098,-1.397878260773504,2,2,Potassium(K),0.86755687
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4309.JPG,Phosphorus(P),0.176665511173974,1.7230670226128084,-1.0957093036746794,-1.3018528840142929,-0.1074031625880093,0.791910777035091,1,1,Phosphorus(P),0.6843545
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-27.JPG,Nitrogen(N),-1.2145861363492447,-1.0016970474751694,-0.9273934666180956,-0.3737132957902541,2.020500997132718,-0.7937985262056156,0,0,Nitrogen(N),0.72643846
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-330.JPG,Potassium(K),-1.3441087616403309,0.6615341622733276,-1.324364780430794,-1.133100231609922,0.3405766605110912,0.565380876572133,2,2,Potassium(K),0.7875807
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-1.JPG,Potassium(K),-0.0823797394081983,1.244888049810116,-1.4442501172022284,1.5669422068600087,0.1165867489615409,-1.397878260773504,2,2,Potassium(K),0.7864256
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4271.JPG,Phosphorus(P),-0.1851045801563005,-0.4366876218106068,-1.211624927307987,-0.2049606433858833,-0.77937289723666,1.0939506443190352,1,1,Phosphorus(P),0.7758911
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4310-34.JPG,Phosphorus(P),-0.3280260977188785,-0.1468451242294352,-0.5796465957181717,0.8075552710403406,-0.3313930741375595,0.1123210756462167,1,1,Phosphorus(P),0.54961425
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-315.JPG,Potassium(K),0.1945307008692967,-0.049007994244229,-0.1564751751938354,-1.133100231609922,0.3405766605110912,0.4143609429301609,2,2,Potassium(K),0.8781597
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-292.JPG,Potassium(K),-1.5004291714744,-0.6250240970321277,-0.5955254482706798,-0.120584317183698,-0.1074031625880093,1.5470104452449511,2,2,Potassium(K),0.78906196
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-13.JPG,Nitrogen(N),-0.9689397780385638,-0.8818465632432928,0.350854163858793,0.385673640029414,-0.77937289723666,0.0368111088252307,0,0,Nitrogen(N),0.69630986
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-129.JPG,Potassium(K),0.4223118694846542,1.3011443995516083,1.8244116807315287,-1.2174765578121074,2.020500997132718,0.8674207438560771,2,2,Potassium(K),0.905533
