farm_id,region,crop_type,soil_moisture,soil_pH,temperature,rainfall,humidity,sunlight_hours,irrigation_amount,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,day_of_week,month,season,soil_moisture_lag_1,soil_moisture_lag_3,soil_moisture_lag_7,soil_moisture_roll_mean_7,soil_moisture_roll_std_7,soil_moisture_roll_mean_14,soil_moisture_roll_std_14,temperature_lag_1,temperature_lag_3,temperature_lag_7,temperature_roll_mean_7,temperature_roll_std_7,temperature_roll_mean_14,temperature_roll_std_14,humidity_lag_1,humidity_lag_3,humidity_lag_7,humidity_roll_mean_7,humidity_roll_std_7,humidity_roll_mean_14,humidity_roll_std_14,rainfall_lag_1,rainfall_lag_3,rainfall_lag_7,rainfall_roll_mean_7,rainfall_roll_std_7,rainfall_roll_mean_14,rainfall_roll_std_14,crop_type_encoded
FARM0319,South USA,Rice,0.15594485927627805,0.9246231155778895,0.05443548387096764,0.36528799389042976,0.20594735784609208,0.25041736227045075,0.0,Organic,0.10358654488750277,2024-01-18,2024-04-28,0.18333333333333335,0.15312235044896128,SENS0319,2024-01-21,0.48533259495586556,0.11522605783731965,0.8999999999999999,Severe,1.0,0.0,0.0,0.6909821941412981,0.616025272831706,0.33744974152785767,0.6309111219316587,0.5092692261756806,0.6200492609387827,0.6168279558586969,0.123991935483871,0.6900201612903225,0.10332661290322587,0.32795506155133247,0.5545548063860178,0.29278384640847355,0.6541615267843872,0.0986538075145671,0.22382961623467945,0.21760096443640753,0.44025600967595646,0.6765642284990087,0.3921798852003864,0.6880357985975614,0.8282487238233052,0.28807427951284226,0.15462840146308138,0.5044858781375423,0.45440259137188593,0.44892354299620063,0.5673031172973783,0.5
FARM0324,South USA,Cotton,0.23721998851234938,0.5577889447236184,0.012600806451612878,0.7346758310221473,0.9497689371107093,0.13188647746243742,0.0,Organic,0.6480285141456895,2024-01-01,2024-04-30,0.5,0.6673610534552034,SENS0324,2024-01-21,0.7037741247168229,0.8581275773737871,0.75,,1.0,0.0,0.0,0.15594485927627805,0.6053991958644458,0.5379092475588744,0.5709334631799045,0.5528985686454924,0.5884126932746359,0.6027896471022269,0.05443548387096764,0.3951612903225805,0.44556451612903225,0.22528982909047457,0.6285675955338964,0.2191189451616462,0.6926679477280933,0.20594735784609208,0.7828008840667068,0.2563793449869399,0.6141712442675,0.7773821254516808,0.48550520289895926,0.7778209944694547,0.36528799389042976,0.6486193174966841,0.3668957755536798,0.5900870980718678,0.44939081139581144,0.4990530820358736,0.5642414765451443,0.0
FARM0491,East Africa,Soybean,0.25560022975301555,0.8492462311557789,0.298891129032258,0.2691426504280719,0.11512959614225438,0.22203672787979967,0.0,Inorganic,0.03809311650701716,2024-01-09,2024-06-06,0.9833333333333334,0.12789044790463755,SENS0491,2024-01-22,0.642827395832566,0.2483561888014547,0.8166666666666667,,0.0,0.0,0.0,0.23721998851234938,0.6909821941412981,0.22400919012062037,0.5772348408902127,0.543991236333472,0.5638743155656372,0.5869071335532158,0.012600806451612878,0.123991935483871,0.484375,0.18130751762877972,0.5919952456705527,0.2074071244875615,0.665050314452934,0.9497689371107093,0.0986538075145671,0.7199115933293149,0.4624804717028679,0.8225768724771083,0.4383190200285041,0.776502534446278,0.7346758310221473,0.8282487238233052,0.5261063547570242,0.5302785080128356,0.5245825671598371,0.4441283382009962,0.5704224390189696,0.75
FARM0170,South USA,Rice,0.8845491097070651,0.4924623115577891,0.38155241935483875,0.5480123799188071,0.0972473377536669,0.4791318864774625,0.0,Organic,0.45132546224103365,2024-01-10,2024-04-10,0.016666666666666607,0.31481635230569116,SENS0170,2024-01-23,0.07409799654790383,0.16934224519674634,0.38333333333333336,,0.16666666666666666,0.0,0.0,0.25560022975301555,0.15594485927627805,0.9267662263067203,0.568813908859164,0.5244164914707695,0.6137312659825849,0.6071033393049022,0.298891129032258,0.05443548387096764,0.287298387096774,0.20365722481176052,0.6024160695271782,0.210940086064217,0.6391502418733073,0.11512959614225438,0.20594735784609208,0.7293550331525015,0.3039358967898005,0.8127020393348182,0.39536392092721595,0.7744293697294663,0.2691426504280719,0.36528799389042976,0.6993046344306445,0.4950650662824747,0.5029359477324914,0.4511960042143053,0.5485896012610485,0.5
FARM0128,South USA,Wheat,0.2886272257323378,0.3869346733668344,0.08518145161290325,0.9048193255355923,0.904761904761905,0.9782971619365608,0.0,Mixed,0.3804856315437737,2024-01-09,2024-04-27,0.31666666666666665,0.2641864982023936,SENS0128,2024-01-27,0.06315481488622782,0.434285805843015,0.4166666666666667,Severe,0.8333333333333333,0.0,0.0,0.8845491097070651,0.23721998851234938,0.616025272831706,0.5035087216796036,0.5306099336465946,0.6315993914479008,0.587127685933057,0.38155241935483875,0.012600806451612878,0.6900201612903225,0.06023664395840789,0.4084895071884401,0.1473022178086727,0.662345959466217,0.0972473377536669,0.9497689371107093,0.22382961623467945,0.4747266038401452,0.9225649391517368,0.4970531005893797,0.8348379248620771,0.5480123799188071,0.7346758310221473,0.28807427951284226,0.638613166683818,0.5296153396962154,0.5002770515471966,0.603052410032821,1.0
FARM0120,South USA,Rice,0.732050545663412,0.3467336683417086,0.1411290322580645,0.5485349089593634,0.18022905364677522,0.8898163606010017,0.0,Mixed,0.032746714190242804,2024-01-27,2024-06-07,0.7000000000000002,0.042895995451263325,SENS0120,2024-01-28,0.4125973564463844,0.8427285263079889,0.23333333333333334,Mild,1.0,0.0,0.0,0.2886272257323378,0.25560022975301555,0.6053991958644458,0.5287715177727493,0.5606196357418943,0.7096429611886186,0.5448657934982895,0.08518145161290325,0.298891129032258,0.3951612903225805,0.0,0.3408112384020751,0.03550148957298882,0.5531523298208656,0.904761904761905,0.11512959614225438,0.7828008840667068,0.32359018293604813,0.8799304217807447,0.4346183130763377,0.8387039341517366,0.9048193255355923,0.2691426504280719,0.6486193174966841,0.6153184084721819,0.530955551117251,0.5439575447769933,0.5838390516764638,0.5
FARM0162,North India,Cotton,0.04623779437105113,0.9246231155778895,0.436491935483871,0.7272800353711968,0.4938718103275067,0.3823038397328882,0.0,Organic,0.35375361995990195,2024-01-09,2024-04-25,0.2833333333333332,0.4429206512140448,SENS0162,2024-01-28,0.03451107261925318,0.6190458785051782,0.25000000000000006,Moderate,1.0,0.0,0.0,0.732050545663412,0.8845491097070651,0.6909821941412981,0.40016612723054457,0.593595143902808,0.6030816042469165,0.536029053545777,0.1411290322580645,0.38155241935483875,0.123991935483871,0.07410063344089868,0.42876378632846784,0.026729559748427167,0.5432217582184469,0.18022905364677522,0.0972473377536669,0.0986538075145671,0.4227183389608429,0.8417210395780347,0.4845323030935398,0.8178068089645936,0.5485349089593634,0.5480123799188071,0.8282487238233052,0.5918178331197199,0.500264803884145,0.5309322199242985,0.5717095543756935,0.0
FARM0104,South USA,Cotton,0.6493394600804138,0.7537688442211055,0.28931451612903225,0.2861047469753608,0.05485232067510559,0.7679465776293821,0.0,Mixed,0.7393628870572512,2024-01-06,2024-05-01,0.43333333333333335,0.8819265711130063,SENS0104,2024-01-28,0.9346019471769714,0.03538855631017235,0.8333333333333333,Severe,1.0,0.0,0.0,0.04623779437105113,0.2886272257323378,0.15594485927627805,0.49858219001518067,0.591554012946188,0.6382351989123749,0.5384871475919137,0.436491935483871,0.08518145161290325,0.05443548387096764,0.1297956256722841,0.4006284298757926,0.05726580602449527,0.5251248856189743,0.4938718103275067,0.904761904761905,0.20594735784609208,0.3848208436224365,0.8839764074284394,0.4616903076619385,0.8454650918832747,0.7272800353711968,0.9048193255355923,0.36528799389042976,0.5733878436912367,0.5332153260322686,0.5564599836110353,0.533795284803743,0.0
FARM0039,East Africa,Cotton,0.30241240666283753,0.6180904522613067,0.614415322580645,0.7429961011294668,0.9473578460920232,0.20701168614357268,0.0,Inorganic,0.6609489864112275,2024-01-08,2024-04-18,0.18333333333333335,0.5495744365026053,SENS0039,2024-01-28,0.002508278721052526,0.45013554057004157,0.5999999999999999,Moderate,1.0,0.0,0.0,0.6493394600804138,0.732050545663412,0.23721998851234938,0.511585942199181,0.5796759477369062,0.6116919690544784,0.545839094595642,0.28931451612903225,0.1411290322580645,0.012600806451612878,0.27249910362137,0.4541742951512807,0.08498841443230676,0.5653415612687237,0.05485232067510559,0.18022905364677522,0.9497689371107093,0.3842160963563981,0.8826832896668234,0.5586700882659823,0.9087982669403858,0.2861047469753608,0.5485349089593634,0.7346758310221473,0.575324395879915,0.5353791396221672,0.6294845280368364,0.5298682339995806,0.0
FARM0328,East Africa,Soybean,0.8291211947156808,0.46733668341708556,0.536290322580645,0.8286908637806987,0.8989351014667469,0.4507512520868113,0.0,Mixed,0.9465359768322568,2024-01-07,2024-06-02,0.9500000000000002,0.8836726016609934,SENS0328,2024-01-29,0.08007342510523963,0.8982076799980772,0.28333333333333327,,0.0,0.0,0.0,0.30241240666283753,0.04623779437105113,0.25560022975301555,0.6259845902672355,0.6088781657271375,0.6798951218722686,0.5557672990840611,0.614415322580645,0.436491935483871,0.298891129032258,0.32879168160631056,0.49676960013886384,0.09351208209202211,0.5757385522729082,0.9473578460920232,0.4938718103275067,0.11512959614225438,0.5808093534243819,0.9216321818663751,0.5837962832407437,0.9413072948192774,0.7429961011294668,0.7272800353711968,0.2691426504280719,0.7055598693996687,0.4730837431887237,0.6882350645803259,0.5534393829851199,0.75
FARM0110,North India,Cotton,0.1280873061458932,0.4120603015075379,0.5685483870967742,0.5608344386832269,0.6712879244524815,0.3071786310517529,0.0,Inorganic,0.25395411004678103,2024-01-24,2024-05-06,0.21666666666666656,0.5760617702334497,SENS0110,2024-01-29,0.42391279629718004,0.700368568206899,0.5333333333333332,,0.0,0.0,0.0,0.8291211947156808,0.6493394600804138,0.8845491097070651,0.4750952367313036,0.588160000624411,0.5898747289029875,0.5394277604661079,0.536290322580645,0.28931451612903225,0.38155241935483875,0.3731325445201388,0.5381091903438842,0.1396888447533926,0.6047279048372054,0.8989351014667469,0.05485232067510559,0.0972473377536669,0.7247895983470245,0.8266143161290842,0.575646484870703,0.934391877831732,0.8286908637806987,0.2861047469753608,0.5480123799188071,0.7085442179416415,0.4707448840050812,0.6613493580988805,0.5493370367982926,0.0
FARM0078,East Africa,Wheat,0.7105112004595061,0.512562814070352,0.1255040322580644,0.08360464648900678,0.15651999196303001,0.44908180300500833,0.0,Inorganic,0.09088883938516376,2024-01-27,2024-05-24,0.46666666666666656,0.884326734142948,SENS0078,2024-01-30,0.41510431396715297,0.39600968962361094,0.36666666666666664,Severe,0.16666666666666666,0.0,0.0,0.1280873061458932,0.30241240666283753,0.2886272257323378,0.5592472717898777,0.6070395086230392,0.6005243906386559,0.5491574613645879,0.5685483870967742,0.614415322580645,0.08518145161290325,0.3826939165770289,0.5152128965044034,0.047004303210857135,0.5508474629230382,0.6712879244524815,0.9473578460920232,0.904761904761905,0.5371163634531075,0.833576084191579,0.5661994867601026,0.9443705178753542,0.5608344386832269,0.7429961011294668,0.9048193255355923,0.517405581386646,0.6053230517078823,0.6216490420259879,0.6172302454690641,1.0
FARM0349,South USA,Soybean,0.27570361860999437,0.7688442211055277,0.1088709677419355,0.251215884882833,0.4948764315852924,0.6277128547579298,0.0,Organic,0.09868567609712633,2024-01-27,2024-04-30,0.06666666666666665,0.4953745285843315,SENS0349,2024-01-30,0.9727865971677953,0.38216928000769057,0.6833333333333331,Mild,0.16666666666666666,0.0,0.0,0.7105112004595061,0.8291211947156808,0.732050545663412,0.46822100650187615,0.5834037205864495,0.5633638688376008,0.5513452987526718,0.1255040322580644,0.536290322580645,0.1411290322580645,0.37504481893151653,0.5323713969415359,0.0,0.559033173274447,0.15651999196303001,0.8989351014667469,0.18022905364677522,0.6160358816711182,0.7758902326966581,0.5257888948422211,0.9166152320935435,0.08360464648900678,0.8286908637806987,0.5485349089593634,0.44820424544629556,0.6527746588472423,0.5444882350645803,0.6515844375330212,0.75
FARM0262,East Africa,Maize,0.03302699597932229,0.8090452261306535,0.38457661290322576,0.7832308372523014,0.9214386176411494,0.333889816360601,0.0,Inorganic,0.9313878369347295,2024-01-28,2024-06-15,0.8166666666666664,0.22223144716748056,SENS0262,2024-01-30,0.6342936430888734,0.6320812562462828,0.04999999999999999,,0.16666666666666666,0.0,0.0,0.27570361860999437,0.1280873061458932,0.04623779437105113,0.4655858849139288,0.5885691728702487,0.48920467419803826,0.569779749585652,0.1088709677419355,0.5685483870967742,0.436491935483871,0.36273455240827057,0.5290740733756363,0.0427838464084731,0.5524394493614245,0.4948764315852924,0.6712879244524815,0.4938718103275067,0.7232777301819284,0.8424301180147129,0.6412678717464257,0.9311316167180919,0.251215884882833,0.5608344386832269,0.7272800353711968,0.4612268572658129,0.6709503354839809,0.5357474538572602,0.6428323844136604,0.25
FARM0116,North India,Soybean,0.4101091326823666,0.4120603015075379,0.534274193548387,0.389605691547088,0.251557162949568,0.3288814691151921,0.0,Inorganic,0.8480730674983292,2024-01-18,2024-06-02,0.7666666666666666,0.8287531480125695,SENS0116,2024-01-31,0.26853583943941395,0.6736179568473273,0.5999999999999999,,0.3333333333333333,0.0,0.0,0.03302699597932229,0.7105112004595061,0.6493394600804138,0.4178672700713201,0.5561537337954587,0.5178519405690609,0.5545485466964968,0.38457661290322576,0.1255040322580644,0.28931451612903225,0.42081988765387823,0.5383847550186397,0.12156570671962896,0.5469025166535082,0.9214386176411494,0.15651999196303001,0.05485232067510559,0.7726150279695616,0.7456436222617328,0.647669270466146,0.924313009308719,0.7832308372523014,0.08360464648900678,0.2861047469753608,0.4853168180670031,0.647727344951372,0.5404690365629998,0.6397216088827062,0.75
FARM0461,South USA,Wheat,0.5364732912119472,0.4572864321608039,0.14566532258064513,0.9467824269464209,0.8364476592324693,0.4991652754590985,0.0,Organic,0.6019157941635108,2024-01-24,2024-06-04,0.7000000000000002,0.848598521157412,SENS0461,2024-02-01,0.5992550111925683,0.30832390340819193,0.9833333333333332,,0.5,0.14285714285714285,0.0,0.4101091326823666,0.27570361860999437,0.30241240666283753,0.46455475037951466,0.560854675820057,0.5515812643640952,0.5489761918748634,0.534274193548387,0.1088709677419355,0.614415322580645,0.3096689374925303,0.5354216282177982,0.1434127772260836,0.5115350778523744,0.251557162949568,0.4948764315852924,0.9473578460920232,0.7447966537317952,0.7088776071403449,0.6317644736471055,0.9004389655900947,0.389605691547088,0.251215884882833,0.7429961011294668,0.532748313702744,0.7256739727314325,0.5816521637335621,0.6842862889139742,1.0
FARM0401,East Africa,Soybean,0.5752441125789778,0.050251256281407475,0.5745967741935483,0.18963784718035293,0.473377536668676,0.8964941569282139,0.0,Mixed,0.9374025395411005,2024-01-01,2024-04-17,0.2833333333333332,0.7858319936196924,SENS0401,2024-02-01,0.8302751283486022,0.8390961692139149,0.5833333333333333,,0.5,0.14285714285714285,0.0,0.5364732912119472,0.03302699597932229,0.8291211947156808,0.41391458768939937,0.4709374059841721,0.5876088434273135,0.5440213005861482,0.14566532258064513,0.38457661290322576,0.536290322580645,0.31875224094657595,0.5512307800358892,0.18867924528301883,0.5396761321356303,0.8364476592324693,0.9214386176411494,0.8989351014667469,0.6380587612760171,0.6482382699580412,0.6820450635909876,0.855837533822971,0.9467824269464209,0.7832308372523014,0.8286908637806987,0.3840080081578432,0.7214327640356817,0.5662153197799198,0.7026777754980286,0.75
FARM0179,South India,Cotton,0.7400919012062034,0.7587939698492461,0.873991935483871,0.8243096587483421,0.5129596142254372,0.1569282136894825,0.0,Mixed,0.5070171530407663,2024-01-25,2024-06-17,0.8999999999999999,0.5216907815122035,SENS0179,2024-02-01,0.173725466111453,0.8754103269196496,0.2,,0.5,0.14285714285714285,0.0,0.5752441125789778,0.4101091326823666,0.1280873061458932,0.5359894595136482,0.47799611795496133,0.5713268377949698,0.5166893024805584,0.5745967741935483,0.534274193548387,0.5685483870967742,0.3911796342775189,0.7302649141904362,0.2695299569678915,0.659817600477047,0.473377536668676,0.251557162949568,0.6712879244524815,0.5983470241394955,0.635519486034664,0.7403908519218301,0.7966379748161891,0.18963784718035293,0.389605691547088,0.5608344386832269,0.44533216079931903,0.7853453291649972,0.6198618644398486,0.7252114727554382,0.0
FARM0012,South USA,Rice,0.8744974152785757,0.07035175879396993,0.814516129032258,0.8594396880903576,0.09383162547719515,0.651085141903172,0.0,Organic,0.9276008019603474,2024-01-06,2024-05-01,0.43333333333333335,0.4828000895658321,SENS0012,2024-02-02,0.8652667575438936,0.9027110116824253,0.16666666666666669,,0.6666666666666666,0.14285714285714285,0.0,0.7400919012062034,0.5364732912119472,0.7105112004595061,0.5686993383553406,0.5387488647811742,0.6373612145146148,0.5514362122366059,0.873991935483871,0.14566532258064513,0.1255040322580644,0.5545595792996298,0.7583273839374355,0.3892750744786495,0.6824354779189107,0.5129596142254372,0.8364476592324693,0.15651999196303001,0.5826235952224967,0.6679841324724233,0.6265756746848652,0.8110445699741832,0.8243096587483421,0.9467824269464209,0.08360464648900678,0.6259086359001227,0.7158991984131313,0.6110508448121121,0.7157961774514047,0.5
FARM0257,South USA,Wheat,0.4658242389431362,0.6381909547738696,0.3639112903225805,0.7464126371638733,0.8898935101466746,0.8213689482470785,0.0,Mixed,0.2653152149699265,2024-01-24,2024-04-27,0.06666666666666665,0.8338352542185256,SENS0257,2024-02-02,0.9452925393661636,0.9609367771086146,0.10000000000000003,Mild,0.6666666666666666,0.14285714285714285,0.0,0.8744974152785757,0.5752441125789778,0.27570361860999437,0.6066221751210151,0.5091888992349242,0.6073544168581879,0.535100886212525,0.814516129032258,0.5745967741935483,0.1088709677419355,0.6150352575594598,0.6527028618421344,0.42585236676597127,0.645447299449491,0.09383162547719515,0.473377536668676,0.4948764315852924,0.6817013556417881,0.7415079381072555,0.7261780547643886,0.815637170336564,0.8594396880903576,0.18963784718035293,0.251215884882833,0.7411662347625152,0.6266885340754599,0.6494712607796467,0.7247962157123521,1.0
