farm_id,region,crop_type,soil_moisture,soil_pH,temperature,rainfall,humidity,sunlight_hours,irrigation_amount,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,day_of_week,month,season,soil_moisture_lag_1,soil_moisture_lag_3,soil_moisture_lag_7,soil_moisture_roll_mean_7,soil_moisture_roll_std_7,soil_moisture_roll_mean_14,soil_moisture_roll_std_14,temperature_lag_1,temperature_lag_3,temperature_lag_7,temperature_roll_mean_7,temperature_roll_std_7,temperature_roll_mean_14,temperature_roll_std_14,humidity_lag_1,humidity_lag_3,humidity_lag_7,humidity_roll_mean_7,humidity_roll_std_7,humidity_roll_mean_14,humidity_roll_std_14,rainfall_lag_1,rainfall_lag_3,rainfall_lag_7,rainfall_roll_mean_7,rainfall_roll_std_7,rainfall_roll_mean_14,rainfall_roll_std_14,crop_type_encoded,predicted_irrigation_amount
FARM0460,East Africa,Maize,0.1234922458357266,0.3115577889447234,0.3830645161290322,0.7398207323445477,0.3076150291340164,0.5893155258764609,0.0,Inorganic,0.9810648251280912,2024-02-25,2024-06-17,0.3833333333333333,0.7966604020902047,SENS0460,2024-06-05,0.1262523377237753,0.6636748768768892,0.5833333333333333,,0.3333333333333333,0.7142857142857142,1.0,0.466398621481907,0.3842619184376795,0.9686961516369904,0.3307364019133274,0.3708077464424088,0.4962936587576472,0.4176675359681702,0.4057459677419355,0.818548387096774,0.2106854838709677,0.6060714712561248,0.6509635537073197,0.3095829195630584,0.6182864576705863,0.5378742214185251,0.120755475185855,0.4681535061281897,0.5832283424885356,0.5730831445145196,0.5214460957107812,0.62823965225089,0.2728807427951285,0.9879014429840428,0.081112584910969,0.5856433188949492,0.7069310749626788,0.6062980450306321,0.8877030258195618,0.25,0.0003188
FARM0070,South India,Wheat,0.1427340608845491,0.1909547738693464,0.6073588709677418,0.7632139555448373,0.6540084388185655,0.1752921535893155,0.0,Inorganic,0.7551793272443753,2024-03-15,2024-07-26,0.7166666666666668,0.9241030208341195,SENS0070,2024-06-05,0.8648628706207017,0.6270980498581005,0.1499999999999999,,0.3333333333333333,0.7142857142857142,1.0,0.1234922458357266,0.446869615163699,0.5792647903503734,0.2436628190072466,0.3168266343217997,0.464377043343152,0.4370386253797179,0.3830645161290322,0.8744959677419355,0.6421370967741933,0.5978247878570575,0.6449105037179288,0.3411122144985103,0.6356369872754062,0.3076150291340164,0.8296162346795258,0.5899136025718305,0.599304540644056,0.5831199314578752,0.5794534841093033,0.6239776023469026,0.7398207323445477,0.1707062180955826,0.3955946782426948,0.6712071175309429,0.6942919007644671,0.7436063526749137,0.8120958837792922,1.0,0.000324
FARM0064,Central USA,Soybean,0.2228604250430788,0.4271356783919602,0.565524193548387,0.7704891675710441,0.6200522403054051,0.6744574290484142,0.0,Mixed,0.9302740031187348,2024-03-09,2024-06-08,0.0166666666666666,0.17563457140485,SENS0064,2024-06-06,0.7629329092894314,0.9218325465604642,0.35,Mild,0.5,0.7142857142857142,1.0,0.1427340608845491,0.466398621481907,0.0758184951177484,0.272992867986137,0.2810415682471863,0.4420418865115074,0.4433257383997955,0.6073588709677418,0.4057459677419355,0.3089717741935482,0.658659017569021,0.6016674824227496,0.3883647798742138,0.6338754215447662,0.6540084388185655,0.5378742214185251,0.4235483222824995,0.6485914428261859,0.5790935845414701,0.5606722878655424,0.6004811797333552,0.7632139555448373,0.2728807427951285,0.6048876562562805,0.709751054812847,0.7026681837712435,0.7605494205330314,0.8174047444800252,0.75,0.0003316
FARM0364,South USA,Maize,0.8793796668581276,0.7638190954773871,0.4097782258064515,0.0333614695124402,0.8657825999598151,0.8230383973288813,0.0,Inorganic,0.7375807529516596,2024-02-23,2024-06-19,0.4499999999999999,0.8764066993229728,SENS0364,2024-06-06,0.1003169759663258,0.1595666507108997,0.2666666666666666,,0.5,0.7142857142857142,1.0,0.2228604250430788,0.1234922458357266,0.1760482481332567,0.4132844499183685,0.4963020366898493,0.4895283721231347,0.5140976260282948,0.565524193548387,0.3830645161290322,0.220766129032258,0.7034779490856939,0.5099075966710223,0.4117841774246944,0.6202944230877993,0.6200522403054051,0.3076150291340164,0.7775768535262207,0.670715113642091,0.613007793291708,0.6476128704774258,0.6345164866652658,0.7704891675710441,0.7398207323445477,0.8994332569637045,0.5081718760232388,0.8268234766647022,0.5935848909353416,0.883275697858374,0.25,0.0003417
FARM0370,North India,Soybean,0.054566341183228,0.3316582914572863,0.2368951612903225,0.9119739539370556,0.9967852119750854,0.9398998330550918,0.0,Organic,0.2530630429939853,2024-03-13,2024-06-30,0.3166666666666666,0.9778123293909272,SENS0370,2024-06-06,0.3710685883911817,0.9684183461947496,0.5666666666666667,Mild,0.5,0.7142857142857142,1.0,0.8793796668581276,0.1427340608845491,0.3842619184376795,0.3475209807235127,0.5488109100404226,0.4483863658433951,0.5420143736383558,0.4097782258064515,0.6073588709677418,0.818548387096774,0.5655551571650532,0.5236252307335418,0.4172459450513073,0.6132710238502153,0.8657825999598151,0.6540084388185655,0.120755475185855,0.890439953636043,0.525339727653502,0.7840444431911116,0.6082884694418919,0.0333614695124402,0.7632139555448373,0.9879014429840428,0.4904996678859772,0.7934000607806903,0.7175791157763298,0.884423370297376,0.75,0.000311
FARM0272,South USA,Maize,0.4408385985066055,0.9346733668341712,0.9012096774193548,0.9370955424253388,0.2704440425959412,0.7779632721202003,0.0,Organic,0.1840053464023167,2024-03-20,2024-07-05,0.2833333333333332,0.6035277867930652,SENS0272,2024-06-06,0.2309514547776364,0.2315069988403699,0.6833333333333331,Moderate,0.5,0.7142857142857142,1.0,0.054566341183228,0.2228604250430788,0.446869615163699,0.3463179904333628,0.5480773426317781,0.4517851940569062,0.5428763523852255,0.2368951612903225,0.565524193548387,0.8744959677419355,0.571889566152743,0.5444380268283882,0.540218470705065,0.6460461040584811,0.9967852119750854,0.6200522403054051,0.8296162346795258,0.7501889835206372,0.6082275848494256,0.7743436451312711,0.6234260227162219,0.9119739539370556,0.7704891675710441,0.1707062180955826,0.6688776417097795,0.7734880783205215,0.7060444062902411,0.8726969176719401,0.25,0.0003355
FARM0394,South India,Maize,0.725732337736933,0.9849246231155776,0.1113911290322581,0.0595683106234173,0.3701024713682942,0.6260434056761268,0.0,Organic,0.0467810202717754,2024-03-04,2024-06-30,0.4666666666666665,0.2939268830838825,SENS0394,2024-06-06,0.0050482662489218,0.3384551178957617,0.2333333333333333,Mild,0.5,0.7142857142857142,1.0,0.4408385985066055,0.8793796668581276,0.466398621481907,0.3980465729098044,0.6139810915120639,0.5070727996633544,0.565504972723523,0.9012096774193548,0.4097782258064515,0.4057459677419355,0.502091550137445,0.6605120659056108,0.4793114862628265,0.7065456982086895,0.2704440425959412,0.8657825999598151,0.5378742214185251,0.7081086529254648,0.641013580247757,0.7451284509743101,0.6386018442059834,0.9370955424253388,0.0333614695124402,0.2728807427951285,0.6192289341478703,0.8724842966266265,0.5345065750965781,0.9089102318908976,0.25,0.0003753
FARM0060,South USA,Soybean,0.2179781734635267,0.613065326633166,0.7328629032258063,0.912496482977612,0.6574241510950373,0.3005008347245408,0.0,Organic,1.0,2024-02-14,2024-06-26,0.7166666666666668,0.1027214427143478,SENS0060,2024-06-06,0.0733876712315604,0.0799017919194384,0.5999999999999999,,0.5,0.7142857142857142,1.0,0.725732337736933,0.054566341183228,0.1234922458357266,0.4168934207888178,0.5945440822746325,0.4224581620431813,0.4799154294422444,0.1113911290322581,0.2368951612903225,0.3830645161290322,0.585036452730967,0.7010569476261365,0.5650446871896722,0.6959147528181859,0.3701024713682942,0.9967852119750854,0.3076150291340164,0.7958474021065365,0.5786794458547695,0.7716928456614305,0.6380992300106751,0.0595683106234173,0.9119739539370556,0.7398207323445477,0.6594194085563803,0.907240783254124,0.6959300737503418,0.8736526003984301,0.75,0.0003433
FARM0091,East Africa,Maize,0.8457782883400345,0.2462311557788945,0.6401209677419353,0.5528357249085576,0.1211573236889692,0.3021702838063439,0.0,Mixed,0.6413455112497217,2024-03-19,2024-06-26,0.1499999999999999,0.1663609855260609,SENS0091,2024-06-06,0.7211181614272936,0.6049884637800749,0.8499999999999999,,0.5,0.7142857142857142,1.0,0.2179781734635267,0.4408385985066055,0.1427340608845491,0.5571277174691377,0.6363238460589316,0.4524973294921177,0.5313646354870462,0.7328629032258063,0.9012096774193548,0.6073588709677418,0.5928050675271903,0.7066471968865508,0.5647136709698777,0.6957086331359913,0.6574241510950373,0.2704440425959412,0.6540084388185655,0.6621982563120501,0.7252027996544309,0.705902258819548,0.707491903962749,0.912496482977612,0.9370955424253388,0.7632139555448373,0.610453639689029,0.8981335605827818,0.7264603738244821,0.8617019798398543,0.25,0.000363
FARM0405,East Africa,Rice,0.3015508328546813,0.4020100502512562,0.0846774193548387,0.6382089312271395,0.1997187060478199,0.968280467445743,0.0,Mixed,0.9866339942080642,2024-01-18,2024-06-16,1.0,0.4205191296012559,SENS0405,2024-06-08,0.4519828974226506,0.0,0.4666666666666666,Moderate,0.8333333333333333,0.7142857142857142,1.0,0.8457782883400345,0.725732337736933,0.2228604250430788,0.572823876492997,0.6191271068922949,0.4779399864046869,0.5082596398652585,0.6401209677419353,0.1113911290322581,0.565524193548387,0.478785705748775,0.8115055913311967,0.5278881165177096,0.7503006268642144,0.1211573236889692,0.3701024713682942,0.6200522403054051,0.5567706495993552,0.7817256400391067,0.6744874651025068,0.7412076971038243,0.5528357249085576,0.0595683106234173,0.7704891675710441,0.579665266486421,0.8834314156552234,0.7329301127716865,0.8617937572388256,0.5,0.0003664
FARM0400,South USA,Rice,0.9003446295232626,0.3366834170854269,0.0463709677419355,0.6730174042365049,0.4404259594133012,0.2754590984974958,0.0,Organic,0.707730006683003,2024-03-21,2024-08-08,0.8333333333333335,0.7705730955310172,SENS0400,2024-06-08,0.5613846467238559,0.1229534225120523,0.5666666666666667,Mild,0.8333333333333333,0.7142857142857142,1.0,0.3015508328546813,0.2179781734635267,0.8793796668581276,0.5770056998825653,0.6271125484971748,0.559576603113974,0.5555161546663583,0.0846774193548387,0.7328629032258063,0.4097782258064515,0.3926138400860524,0.8985791503959674,0.499255213505462,0.7962502640384699,0.1997187060478199,0.6574241510950373,0.8657825999598151,0.4500831527490805,0.6888603095960948,0.6271678745664246,0.7188495684540875,0.6382089312271395,0.912496482977612,0.0333614695124402,0.7285459019000669,0.6982888038096038,0.6889686658602259,0.8389529742603876,0.5,0.0003893
FARM0132,East Africa,Cotton,0.5324526134405515,0.9246231155778896,0.8765120967741935,0.4196712086498655,0.0323488045007033,0.968280467445743,0.0,Organic,0.7696591668523057,2024-03-22,2024-07-12,0.3666666666666667,0.161467571382207,SENS0132,2024-06-08,0.044167084913302,0.983990640841022,0.6833333333333331,Severe,0.8333333333333333,0.7142857142857142,1.0,0.9003446295232626,0.8457782883400345,0.054566341183228,0.6723283590639589,0.5055227577182969,0.5762794160489431,0.5565243635255069,0.0463709677419355,0.6401209677419353,0.2368951612903225,0.5442811043384728,0.9842142108860548,0.5087719298245617,0.8108974253703759,0.4404259594133012,0.1211573236889692,0.9967852119750854,0.2081842463337198,0.4797941650517884,0.6147598770480247,0.7440250884544914,0.6730174042365049,0.5528357249085576,0.9119739539370556,0.613961886407649,0.6791246982703275,0.5786397159246108,0.7976326294275208,0.0,0.000414
FARM0450,South USA,Rice,0.8294083859850662,0.2512562814070351,0.3044354838709677,0.971703042726798,0.6568213783403657,0.3823038397328882,0.0,Mixed,0.4114502116284251,2024-03-28,2024-07-01,0.0833333333333332,0.1040422871490641,SENS0450,2024-06-09,0.7772274956352349,0.3438752385854511,0.1499999999999999,Mild,1.0,0.7142857142857142,1.0,0.5324526134405515,0.3015508328546813,0.4408385985066055,0.7498353049007532,0.5241922188461206,0.6193959796717703,0.5889728698810496,0.8765120967741935,0.0846774193548387,0.9012096774193548,0.4027727978964981,0.873607236292718,0.41517709367759,0.7621700466557848,0.0323488045007033,0.1997187060478199,0.2704440425959412,0.3050949957163735,0.5671492147560273,0.5905078818984237,0.7138742180051151,0.4196712086498655,0.6382089312271395,0.9370955424253388,0.6220168208736003,0.6941815495831667,0.7341631872634331,0.7885499610206438,0.5,0.0004168
FARM0108,Central USA,Maize,0.6131533601378519,0.2160804020100504,0.1345766129032258,0.1532617870493187,0.7466345187864175,0.6043405676126878,0.0,Mixed,0.5495656048117621,2024-02-25,2024-06-28,0.5666666666666664,0.8011663685332083,SENS0108,2024-06-09,0.2184403687061622,0.2468114168520943,0.75,,1.0,0.7142857142857142,1.0,0.8294083859850662,0.9003446295232626,0.725732337736933,0.7273794861512904,0.5169360622672079,0.6359369436441911,0.5929256921568157,0.3044354838709677,0.0463709677419355,0.1113911290322581,0.40827058682921,0.8656629280688714,0.3706554121151932,0.7958073289755044,0.6568213783403657,0.4404259594133012,0.3701024713682942,0.3995363604293709,0.660998588629,0.6198076760384645,0.7358910751048315,0.971703042726798,0.6730174042365049,0.0595683106234173,0.6438240824765415,0.6339674843621745,0.7109376829125533,0.8175858010374984,0.25,0.0003946
FARM0264,East Africa,Cotton,0.259333716255026,0.3969849246231156,0.4380040322580645,0.7005908597612446,0.7609001406469761,0.4808013355592653,0.0,Inorganic,0.3951882379149031,2024-03-07,2024-07-10,0.5833333333333335,0.6139863588218569,SENS0264,2024-06-09,0.5245546273878894,0.2416538152642613,0.2666666666666666,Severe,1.0,0.7142857142857142,1.0,0.6131533601378519,0.5324526134405515,0.2179781734635267,0.7356285624266033,0.4987455422156878,0.6512478555012462,0.5733736563024561,0.1345766129032258,0.8765120967741935,0.7328629032258063,0.3383530536632007,0.7878368274195338,0.3796756041046008,0.7949275656621839,0.7466345187864175,0.0323488045007033,0.6574241510950373,0.4254900972635187,0.6995630233262331,0.6834268633146272,0.742707987079834,0.1532617870493187,0.4196712086498655,0.912496482977612,0.5945028112750375,0.573238257195658,0.7033207164318889,0.8149726827438442,0.0,0.0004234
FARM0195,Central USA,Cotton,0.9554853532452616,0.2663316582914574,0.7389112903225805,0.3737690421640741,0.3397629093831625,0.1118530884808013,0.0,Inorganic,0.2713299175762976,2024-02-23,2024-07-16,0.8999999999999999,0.4753580746365161,SENS0195,2024-06-09,0.6492666057259701,0.7970291229468631,0.1166666666666666,,1.0,0.7142857142857142,1.0,0.259333716255026,0.8294083859850662,0.8457782883400345,0.7575115286569473,0.5347610551491568,0.7428543683034992,0.5821914931137526,0.4380040322580645,0.3044354838709677,0.6401209677419353,0.3617784152025816,0.829937504310274,0.4012744124462095,0.8165201928387363,0.7609001406469761,0.6568213783403657,0.1211573236889692,0.4803205160510007,0.6411422456142214,0.6393220721355859,0.7468821396935235,0.7005908597612446,0.971703042726798,0.5528357249085576,0.5528248402578329,0.6018595485973296,0.6277051547196317,0.8206592941411083,0.0,0.0004132
FARM0294,East Africa,Cotton,0.3983342906375647,0.4120603015075379,0.626008064516129,0.5499417179147074,0.9736789230460116,0.3823038397328882,0.0,Organic,0.8148808197816887,2024-03-14,2024-08-01,0.8333333333333335,0.9805093679319098,SENS0294,2024-06-09,0.5448521472787599,0.2354843409834224,0.6666666666666665,,1.0,0.7142857142857142,1.0,0.9554853532452616,0.6131533601378519,0.3015508328546813,0.776816658551256,0.5027409782642785,0.7626323115268829,0.5606956185417609,0.7389112903225805,0.1345766129032258,0.0846774193548387,0.4901398350663317,0.7882909991796967,0.4112048990400532,0.8227583704574809,0.3397629093831625,0.7466345187864175,0.1997187060478199,0.6744443884493279,0.7174081450282773,0.688954062209187,0.8097126524138352,0.3737690421640741,0.1532617870493187,0.6382089312271395,0.5322805474735948,0.5970086082981946,0.584883131072697,0.8089547795259473,0.0,0.0004256
FARM0416,Central USA,Wheat,0.4517518667432511,0.3266331658291457,0.1940524193548387,0.1024960810321958,0.5933293148483024,0.0667779632721202,0.0,Mixed,0.125194920917799,2024-03-09,2024-06-29,0.3666666666666667,0.4177566778120778,SENS0416,2024-06-09,0.6212455491564978,0.1851827168999613,0.1333333333333333,,1.0,0.7142857142857142,1.0,0.3983342906375647,0.259333716255026,0.9003446295232626,0.6873370950648755,0.4653346684807516,0.7144336904800439,0.5362245362940888,0.626008064516129,0.4380040322580645,0.0463709677419355,0.5251583602246925,0.716273288814783,0.3757861635220121,0.8431625348550547,0.9736789230460116,0.7609001406469761,0.4404259594133012,0.7127954442372626,0.7065899992536724,0.6507148698570262,0.7741248208028781,0.5499417179147074,0.7005908597612446,0.6730174042365049,0.3994910703426855,0.6874949012306564,0.5983064736410817,0.7879951463836998,1.0,0.0003934
FARM0076,East Africa,Rice,0.5956346927053419,0.1507537688442211,0.1824596774193548,0.6955263475220067,0.6230661040787623,0.9031719532554257,0.0,Organic,0.4107819113388282,2024-03-24,2024-07-07,0.25,0.9698243654285952,SENS0076,2024-06-10,0.2850171323644104,0.7485879646783382,0.4499999999999999,Mild,0.0,0.7142857142857142,1.0,0.4517518667432511,0.9554853532452616,0.5324526134405515,0.6999398504854925,0.4638900780519367,0.7754183795681866,0.4665289198751687,0.1940524193548387,0.7389112903225805,0.8765120967741935,0.3605832436954701,0.5963657309629673,0.3668487255875532,0.8512308596810052,0.5933293148483024,0.3397629093831625,0.0323488045007033,0.8609585244166713,0.4391953297850992,0.5982628803474239,0.6953999686757648,0.1024960810321958,0.3737690421640741,0.4196712086498655,0.4636966629557213,0.7110514199622832,0.5562804854255281,0.7548271458880657,0.5,0.0003645
